date,family,sales
2016-08-04,BREAD/BAKERY,24207.155
2016-08-05,BREAD/BAKERY,27334.13995
2016-08-06,BREAD/BAKERY,31920.608
2016-08-07,BREAD/BAKERY,36249.023
2016-08-08,BREAD/BAKERY,28705.819
2016-08-09,BREAD/BAKERY,24999.771
2016-08-10,BREAD/BAKERY,25334.426
2016-08-11,BREAD/BAKERY,24019.716
2016-08-12,BREAD/BAKERY,28519.758
2016-08-13,BREAD/BAKERY,27247.73107
2016-08-14,BREAD/BAKERY,31484.29398
2016-08-15,BREAD/BAKERY,28868.373
2016-08-16,BREAD/BAKERY,27491.016
2016-08-17,BREAD/BAKERY,26785.485
2016-08-18,BREAD/BAKERY,23335.656
2016-08-19,BREAD/BAKERY,25805.503
2016-08-20,BREAD/BAKERY,30128.822
2016-08-21,BREAD/BAKERY,36058.554
2016-08-22,BREAD/BAKERY,27517.589
2016-08-23,BREAD/BAKERY,25574.90698
2016-08-24,BREAD/BAKERY,25459.665
2016-08-25,BREAD/BAKERY,20971.944
2016-08-26,BREAD/BAKERY,24357.461
2016-08-27,BREAD/BAKERY,29036.715
2016-08-28,BREAD/BAKERY,34060.653
2016-08-29,BREAD/BAKERY,26106.733
2016-08-30,BREAD/BAKERY,24076.757
2016-08-31,BREAD/BAKERY,26629.698
2016-09-01,BREAD/BAKERY,25138.584
2016-09-02,BREAD/BAKERY,28675.093
2016-09-03,BREAD/BAKERY,35754.39197
2016-09-04,BREAD/BAKERY,41518.688
2016-09-05,BREAD/BAKERY,31015.783
2016-09-06,BREAD/BAKERY,28444.624
2016-09-07,BREAD/BAKERY,26954.62397
2016-09-08,BREAD/BAKERY,22999.11098
2016-09-09,BREAD/BAKERY,24941.608
2016-09-10,BREAD/BAKERY,33265.766
2016-09-11,BREAD/BAKERY,41510.8921
2016-09-12,BREAD/BAKERY,27456.298
2016-09-13,BREAD/BAKERY,23919.48
2016-09-14,BREAD/BAKERY,24365.966
2016-09-15,BREAD/BAKERY,23018.501
2016-09-16,BREAD/BAKERY,26289.004
2016-09-17,BREAD/BAKERY,32260.906
2016-09-18,BREAD/BAKERY,41312.356
2016-09-19,BREAD/BAKERY,27759.48
2016-09-20,BREAD/BAKERY,25141.785
2016-09-21,BREAD/BAKERY,24760.384
2016-09-22,BREAD/BAKERY,20793.406
2016-09-23,BREAD/BAKERY,24639.889
2016-09-24,BREAD/BAKERY,30912.98
2016-09-25,BREAD/BAKERY,38077.875
2016-09-26,BREAD/BAKERY,26702.745
2016-09-27,BREAD/BAKERY,22611.809979999998
2016-09-28,BREAD/BAKERY,24010.9
2016-09-29,BREAD/BAKERY,20589.635000000002
2016-09-30,BREAD/BAKERY,25575.601
2016-10-01,BREAD/BAKERY,38323.723
2016-10-02,BREAD/BAKERY,44698.513
2016-10-03,BREAD/BAKERY,30472.72595
2016-10-04,BREAD/BAKERY,25750.408
2016-10-05,BREAD/BAKERY,26028.926
2016-10-06,BREAD/BAKERY,21335.23
2016-10-07,BREAD/BAKERY,25821.086
2016-10-08,BREAD/BAKERY,32422.57903
2016-10-09,BREAD/BAKERY,42676.969
2016-10-10,BREAD/BAKERY,27751.466
2016-10-11,BREAD/BAKERY,24027.59
2016-10-12,BREAD/BAKERY,23524.99602
2016-10-13,BREAD/BAKERY,21668.92
2016-10-14,BREAD/BAKERY,24549.262
2016-10-15,BREAD/BAKERY,31196.085
2016-10-16,BREAD/BAKERY,42381.796
2016-10-17,BREAD/BAKERY,27230.185
2016-10-18,BREAD/BAKERY,23855.06603
2016-10-19,BREAD/BAKERY,23354.60197
2016-10-20,BREAD/BAKERY,21635.38596
2016-10-21,BREAD/BAKERY,23858.692
2016-10-22,BREAD/BAKERY,30221.436999999998
2016-10-23,BREAD/BAKERY,38682.92294
2016-10-24,BREAD/BAKERY,25095.738
2016-10-25,BREAD/BAKERY,23224.029
2016-10-26,BREAD/BAKERY,22601.711
2016-10-27,BREAD/BAKERY,21491.257
2016-10-28,BREAD/BAKERY,23744.78
2016-10-29,BREAD/BAKERY,28788.527000000002
2016-10-30,BREAD/BAKERY,35065.572
2016-10-31,BREAD/BAKERY,23393.683
2016-11-01,BREAD/BAKERY,26266.842
2016-11-02,BREAD/BAKERY,29341.763
2016-11-03,BREAD/BAKERY,25127.78902
2016-11-04,BREAD/BAKERY,27630.57191
2016-11-05,BREAD/BAKERY,28501.618
2016-11-06,BREAD/BAKERY,41088.963
2016-11-07,BREAD/BAKERY,29661.601
2016-11-08,BREAD/BAKERY,26902.452
2016-11-09,BREAD/BAKERY,26556.556
2016-11-10,BREAD/BAKERY,21911.681
2016-11-11,BREAD/BAKERY,26055.031
2016-11-12,BREAD/BAKERY,32567.95498
2016-11-13,BREAD/BAKERY,44902.4041
2016-11-14,BREAD/BAKERY,27738.419
2016-11-15,BREAD/BAKERY,24621.544
2016-11-16,BREAD/BAKERY,28056.49092
2016-11-17,BREAD/BAKERY,21872.581
2016-11-18,BREAD/BAKERY,25379.18708
2016-11-19,BREAD/BAKERY,31817.005
2016-11-20,BREAD/BAKERY,41201.825
2016-11-21,BREAD/BAKERY,28066.548
2016-11-22,BREAD/BAKERY,24081.446
2016-11-23,BREAD/BAKERY,26137.696
2016-11-24,BREAD/BAKERY,20867.52305
2016-11-25,BREAD/BAKERY,24137.254
2016-11-26,BREAD/BAKERY,29541.882
2016-11-27,BREAD/BAKERY,38434.773
2016-11-28,BREAD/BAKERY,27130.069
2016-11-29,BREAD/BAKERY,23043.38497
2016-11-30,BREAD/BAKERY,25649.692
2016-12-01,BREAD/BAKERY,25923.751
2016-12-02,BREAD/BAKERY,26246.306
2016-12-03,BREAD/BAKERY,34652.3071
2016-12-04,BREAD/BAKERY,43995.695
2016-12-05,BREAD/BAKERY,27941.012
2016-12-06,BREAD/BAKERY,30523.1849
2016-12-07,BREAD/BAKERY,27945.28
2016-12-08,BREAD/BAKERY,22218.94
2016-12-09,BREAD/BAKERY,25685.06
2016-12-10,BREAD/BAKERY,28866.48303
2016-12-11,BREAD/BAKERY,38209.014
2016-12-12,BREAD/BAKERY,27056.235
2016-12-13,BREAD/BAKERY,23722.677
2016-12-14,BREAD/BAKERY,25084.019
2016-12-15,BREAD/BAKERY,23453.237
2016-12-16,BREAD/BAKERY,25739.269
2016-12-17,BREAD/BAKERY,30530.6741
2016-12-18,BREAD/BAKERY,39059.725
2016-12-19,BREAD/BAKERY,29161.98202
2016-12-20,BREAD/BAKERY,27318.79
2016-12-21,BREAD/BAKERY,28701.268
2016-12-22,BREAD/BAKERY,26675.39202
2016-12-23,BREAD/BAKERY,28858.233
2016-12-24,BREAD/BAKERY,27301.83697
2016-12-26,BREAD/BAKERY,29190.65597
2016-12-27,BREAD/BAKERY,25662.129
2016-12-28,BREAD/BAKERY,26546.551
2016-12-29,BREAD/BAKERY,24134.10398
2016-12-30,BREAD/BAKERY,31058.871
2016-12-31,BREAD/BAKERY,31432.83107
2017-01-01,BREAD/BAKERY,490.573
2017-01-02,BREAD/BAKERY,45621.159999999996
2017-01-03,BREAD/BAKERY,35916.702
2017-01-04,BREAD/BAKERY,32084.673
2017-01-05,BREAD/BAKERY,26757.627
2017-01-06,BREAD/BAKERY,27749.157
2017-01-07,BREAD/BAKERY,35068.903
2017-01-08,BREAD/BAKERY,41942.762
2017-01-09,BREAD/BAKERY,28934.065
2017-01-10,BREAD/BAKERY,26632.135
2017-01-11,BREAD/BAKERY,27484.065
2017-01-12,BREAD/BAKERY,23296.13
2017-01-13,BREAD/BAKERY,27171.48
2017-01-14,BREAD/BAKERY,35036.16897
2017-01-15,BREAD/BAKERY,44006.639989999996
2017-01-16,BREAD/BAKERY,30605.741
2017-01-17,BREAD/BAKERY,26390.172
2017-01-18,BREAD/BAKERY,27459.107
2017-01-19,BREAD/BAKERY,22410.604
2017-01-20,BREAD/BAKERY,26599.79198
2017-01-21,BREAD/BAKERY,37495.28898
2017-01-22,BREAD/BAKERY,42799.407
2017-01-23,BREAD/BAKERY,29777.463
2017-01-24,BREAD/BAKERY,25637.769
2017-01-25,BREAD/BAKERY,27586.894
2017-01-26,BREAD/BAKERY,23316.22197
2017-01-27,BREAD/BAKERY,27873.242
2017-01-28,BREAD/BAKERY,35151.09681
2017-01-29,BREAD/BAKERY,42198.71302
2017-01-30,BREAD/BAKERY,28705.781
2017-01-31,BREAD/BAKERY,29084.417980000002
2017-02-01,BREAD/BAKERY,33187.2
2017-02-02,BREAD/BAKERY,26954.79
2017-02-03,BREAD/BAKERY,30017.65512
2017-02-04,BREAD/BAKERY,37703.445
2017-02-05,BREAD/BAKERY,41884.251000000004
2017-02-06,BREAD/BAKERY,29098.216
2017-02-07,BREAD/BAKERY,26992.256
2017-02-08,BREAD/BAKERY,27527.496
2017-02-09,BREAD/BAKERY,23861.177
2017-02-10,BREAD/BAKERY,28404.396
2017-02-11,BREAD/BAKERY,34339.565
2017-02-12,BREAD/BAKERY,43707.244
2017-02-13,BREAD/BAKERY,32191.745
2017-02-14,BREAD/BAKERY,24062.02198
2017-02-15,BREAD/BAKERY,27873.2311
2017-02-16,BREAD/BAKERY,24924.725
2017-02-17,BREAD/BAKERY,27448.672
2017-02-18,BREAD/BAKERY,37131.519
2017-02-19,BREAD/BAKERY,33248.0051
2017-02-20,BREAD/BAKERY,28400.424
2017-02-21,BREAD/BAKERY,26123.692
2017-02-22,BREAD/BAKERY,26399.98102
2017-02-23,BREAD/BAKERY,25068.89212
2017-02-24,BREAD/BAKERY,28576.834
2017-02-25,BREAD/BAKERY,33767.85188
2017-02-26,BREAD/BAKERY,27868.235099999998
2017-02-27,BREAD/BAKERY,25556.97502
2017-02-28,BREAD/BAKERY,33502.715
2017-03-01,BREAD/BAKERY,36097.442
2017-03-02,BREAD/BAKERY,28790.647
2017-03-03,BREAD/BAKERY,30096.02
2017-03-04,BREAD/BAKERY,37619.97098
2017-03-05,BREAD/BAKERY,42920.20597
2017-03-06,BREAD/BAKERY,29100.739999999998
2017-03-07,BREAD/BAKERY,27495.331
2017-03-08,BREAD/BAKERY,27561.733
2017-03-09,BREAD/BAKERY,24670.341
2017-03-10,BREAD/BAKERY,29201.241
2017-03-11,BREAD/BAKERY,35315.20908
2017-03-12,BREAD/BAKERY,43747.136
2017-03-13,BREAD/BAKERY,29540.249
2017-03-14,BREAD/BAKERY,27335.64
2017-03-15,BREAD/BAKERY,30437.322
2017-03-16,BREAD/BAKERY,26659.851
2017-03-17,BREAD/BAKERY,29900.407
2017-03-18,BREAD/BAKERY,36291.954
2017-03-19,BREAD/BAKERY,43457.347
2017-03-20,BREAD/BAKERY,30861.28898
2017-03-21,BREAD/BAKERY,26472.997
2017-03-22,BREAD/BAKERY,27581.886
2017-03-23,BREAD/BAKERY,23181.470999999998
2017-03-24,BREAD/BAKERY,27598.740999999998
2017-03-25,BREAD/BAKERY,34769.41503
2017-03-26,BREAD/BAKERY,41165.0929
2017-03-27,BREAD/BAKERY,28248.935
2017-03-28,BREAD/BAKERY,24206.7699
2017-03-29,BREAD/BAKERY,27683.508
2017-03-30,BREAD/BAKERY,22308.675
2017-03-31,BREAD/BAKERY,29589.59008
2017-04-01,BREAD/BAKERY,45561.273
2017-04-02,BREAD/BAKERY,38362.32703
2017-04-03,BREAD/BAKERY,28603.191
2017-04-04,BREAD/BAKERY,27265.2021
2017-04-05,BREAD/BAKERY,28376.857
2017-04-06,BREAD/BAKERY,22679.06897
2017-04-07,BREAD/BAKERY,24993.918
2017-04-08,BREAD/BAKERY,32604.958
2017-04-09,BREAD/BAKERY,38745.583
2017-04-10,BREAD/BAKERY,25891.30098
2017-04-11,BREAD/BAKERY,23715.96797
2017-04-12,BREAD/BAKERY,24161.85696
2017-04-13,BREAD/BAKERY,24042.343
2017-04-14,BREAD/BAKERY,24614.739
2017-04-15,BREAD/BAKERY,29308.94
2017-04-16,BREAD/BAKERY,35625.402
2017-04-17,BREAD/BAKERY,27849.63897
2017-04-18,BREAD/BAKERY,25093.312
2017-04-19,BREAD/BAKERY,25783.608
2017-04-20,BREAD/BAKERY,24198.339
2017-04-21,BREAD/BAKERY,27107.234
2017-04-22,BREAD/BAKERY,32110.8359
2017-04-23,BREAD/BAKERY,41113.932
2017-04-24,BREAD/BAKERY,27754.37
2017-04-25,BREAD/BAKERY,26282.87802
2017-04-26,BREAD/BAKERY,27025.692
2017-04-27,BREAD/BAKERY,22195.83303
2017-04-28,BREAD/BAKERY,26805.27696
2017-04-29,BREAD/BAKERY,34711.151
2017-04-30,BREAD/BAKERY,35445.25898
2017-05-01,BREAD/BAKERY,44579.61597
2017-05-02,BREAD/BAKERY,31567.837
2017-05-03,BREAD/BAKERY,29955.104
2017-05-04,BREAD/BAKERY,24374.95398
2017-05-05,BREAD/BAKERY,26587.677
2017-05-06,BREAD/BAKERY,34575.62397
2017-05-07,BREAD/BAKERY,45090.14698
2017-05-08,BREAD/BAKERY,29234.573
2017-05-09,BREAD/BAKERY,26332.646
2017-05-10,BREAD/BAKERY,26429.544
2017-05-11,BREAD/BAKERY,23586.987
2017-05-12,BREAD/BAKERY,25751.942
2017-05-13,BREAD/BAKERY,36539.6351
2017-05-14,BREAD/BAKERY,32881.28
2017-05-15,BREAD/BAKERY,30969.837
2017-05-16,BREAD/BAKERY,29316.227
2017-05-17,BREAD/BAKERY,28390.972999999998
2017-05-18,BREAD/BAKERY,23206.898
2017-05-19,BREAD/BAKERY,27250.539
2017-05-20,BREAD/BAKERY,34673.53997
2017-05-21,BREAD/BAKERY,43966.883
2017-05-22,BREAD/BAKERY,28491.50203
2017-05-23,BREAD/BAKERY,25610.219
2017-05-24,BREAD/BAKERY,25838.383
2017-05-25,BREAD/BAKERY,22609.13797
2017-05-26,BREAD/BAKERY,32348.5522
2017-05-27,BREAD/BAKERY,32096.579999999998
2017-05-28,BREAD/BAKERY,39801.257
2017-05-29,BREAD/BAKERY,29523.625
2017-05-30,BREAD/BAKERY,26738.852
2017-05-31,BREAD/BAKERY,30575.07898
2017-06-01,BREAD/BAKERY,26412.13
2017-06-02,BREAD/BAKERY,28757.22
2017-06-03,BREAD/BAKERY,37014.70698
2017-06-04,BREAD/BAKERY,46445.71698
2017-06-05,BREAD/BAKERY,30361.753
2017-06-06,BREAD/BAKERY,26507.896
2017-06-07,BREAD/BAKERY,27771.144
2017-06-08,BREAD/BAKERY,23135.54902
2017-06-09,BREAD/BAKERY,26476.327
2017-06-10,BREAD/BAKERY,32908.3771
2017-06-11,BREAD/BAKERY,43157.834969999996
2017-06-12,BREAD/BAKERY,28125.892
2017-06-13,BREAD/BAKERY,25406.69902
2017-06-14,BREAD/BAKERY,27323.993
2017-06-15,BREAD/BAKERY,24072.57498
2017-06-16,BREAD/BAKERY,27130.592
2017-06-17,BREAD/BAKERY,36456.287
2017-06-18,BREAD/BAKERY,36064.358
2017-06-19,BREAD/BAKERY,30510.167
2017-06-20,BREAD/BAKERY,29337.30702
2017-06-21,BREAD/BAKERY,27474.723
2017-06-22,BREAD/BAKERY,23410.36701
2017-06-23,BREAD/BAKERY,27454.647
2017-06-24,BREAD/BAKERY,34144.42313
2017-06-25,BREAD/BAKERY,41699.514
2017-06-26,BREAD/BAKERY,28669.222999999998
2017-06-27,BREAD/BAKERY,25639.12502
2017-06-28,BREAD/BAKERY,26531.135
2017-06-29,BREAD/BAKERY,24142.70603
2017-06-30,BREAD/BAKERY,27596.8001
2017-07-01,BREAD/BAKERY,38304.17298
2017-07-02,BREAD/BAKERY,44839.791
2017-07-03,BREAD/BAKERY,32696.443
2017-07-04,BREAD/BAKERY,28806.21
2017-07-05,BREAD/BAKERY,28769.54202
2017-07-06,BREAD/BAKERY,24758.21
2017-07-07,BREAD/BAKERY,28049.33897
2017-07-08,BREAD/BAKERY,32995.155
2017-07-09,BREAD/BAKERY,40633.641
2017-07-10,BREAD/BAKERY,29713.900999999998
2017-07-11,BREAD/BAKERY,26240.07602
2017-07-12,BREAD/BAKERY,26799.802
2017-07-13,BREAD/BAKERY,23350.788
2017-07-14,BREAD/BAKERY,26526.85402
2017-07-15,BREAD/BAKERY,31755.759
2017-07-16,BREAD/BAKERY,39647.66697
2017-07-17,BREAD/BAKERY,29796.482
2017-07-18,BREAD/BAKERY,25286.87397
2017-07-19,BREAD/BAKERY,25960.303
2017-07-20,BREAD/BAKERY,23985.15398
2017-07-21,BREAD/BAKERY,25576.58097
2017-07-22,BREAD/BAKERY,30155.566
2017-07-23,BREAD/BAKERY,35511.562
2017-07-24,BREAD/BAKERY,29497.73002
2017-07-25,BREAD/BAKERY,25603.78505
2017-07-26,BREAD/BAKERY,25293.67002
2017-07-27,BREAD/BAKERY,22202.827
2017-07-28,BREAD/BAKERY,26636.29697
2017-07-29,BREAD/BAKERY,32232.35003
2017-07-30,BREAD/BAKERY,37865.139
2017-07-31,BREAD/BAKERY,30381.733
2017-08-01,BREAD/BAKERY,31075.70698
2017-08-02,BREAD/BAKERY,29808.405
2017-08-03,BREAD/BAKERY,24495.84399
2017-08-04,BREAD/BAKERY,28771.1359
2017-08-05,BREAD/BAKERY,32727.436999999998
2017-08-06,BREAD/BAKERY,38117.948
2017-08-07,BREAD/BAKERY,29332.098
2017-08-08,BREAD/BAKERY,26226.518
2017-08-09,BREAD/BAKERY,25880.209
2017-08-10,BREAD/BAKERY,23947.023
2017-08-11,BREAD/BAKERY,28204.486
2017-08-12,BREAD/BAKERY,27403.548
2017-08-13,BREAD/BAKERY,33262.757
2017-08-14,BREAD/BAKERY,28002.457
2017-08-15,BREAD/BAKERY,29158.19502
2015-01-01,DAIRY,875.0
2015-01-02,DAIRY,43474.0
2015-01-03,DAIRY,45711.0
2015-01-04,DAIRY,56921.0
2015-01-05,DAIRY,43653.0
2015-01-06,DAIRY,34717.0
2015-01-07,DAIRY,37639.0
2015-01-08,DAIRY,29987.0
2015-01-09,DAIRY,31819.0
2015-01-10,DAIRY,42677.0
2015-01-11,DAIRY,54515.0
2015-01-12,DAIRY,35223.0
2015-01-13,DAIRY,30234.0
2015-01-14,DAIRY,31931.0
2015-01-15,DAIRY,27841.0
2015-01-16,DAIRY,31185.0
2015-01-17,DAIRY,46916.0
2015-01-18,DAIRY,54699.0
2015-01-19,DAIRY,34881.0
2015-01-20,DAIRY,30803.0
2015-01-21,DAIRY,32679.0
2015-01-22,DAIRY,27471.0
2015-01-23,DAIRY,30730.0
2015-01-24,DAIRY,45400.0
2015-01-25,DAIRY,52057.0
2015-01-26,DAIRY,32854.0
2015-01-27,DAIRY,29059.0
2015-01-28,DAIRY,31071.0
2015-01-29,DAIRY,26415.0
2015-01-30,DAIRY,32610.0
2015-01-31,DAIRY,48474.0
2015-02-01,DAIRY,62698.0
2015-02-02,DAIRY,39706.0
2015-02-03,DAIRY,34970.0
2015-02-04,DAIRY,34538.0
2015-02-05,DAIRY,28591.0
2015-02-06,DAIRY,30530.0
2015-02-07,DAIRY,42736.0
2015-02-08,DAIRY,47717.0
2015-02-09,DAIRY,33762.0
2015-02-10,DAIRY,29726.0
2015-02-11,DAIRY,30295.0
2015-02-12,DAIRY,27205.0
2015-02-13,DAIRY,33911.0
2015-02-14,DAIRY,38281.0
2015-02-15,DAIRY,31034.0
2015-02-16,DAIRY,29926.0
2015-02-17,DAIRY,37854.0
2015-02-18,DAIRY,39086.0
2015-02-19,DAIRY,31427.0
2015-02-20,DAIRY,35297.0
2015-02-21,DAIRY,43248.0
2015-02-22,DAIRY,55470.0
2015-02-23,DAIRY,34267.0
2015-02-24,DAIRY,31665.0
2015-02-25,DAIRY,31620.0
2015-02-26,DAIRY,26888.0
2015-02-27,DAIRY,31613.0
2015-02-28,DAIRY,46686.0
2015-03-01,DAIRY,61853.0
2015-03-02,DAIRY,42031.0
2015-03-03,DAIRY,37304.0
2015-03-04,DAIRY,38730.0
2015-03-05,DAIRY,32177.0
2015-03-06,DAIRY,35157.0
2015-03-07,DAIRY,50517.0
2015-03-08,DAIRY,53023.0
2015-03-09,DAIRY,38047.0
2015-03-10,DAIRY,35151.0
2015-03-11,DAIRY,34546.0
2015-03-12,DAIRY,29252.0
2015-03-13,DAIRY,32664.0
2015-03-14,DAIRY,47344.0
2015-03-15,DAIRY,53804.0
2015-03-16,DAIRY,37328.0
2015-03-17,DAIRY,33423.0
2015-03-18,DAIRY,33755.0
2015-03-19,DAIRY,29905.0
2015-03-20,DAIRY,35782.0
2015-03-21,DAIRY,48899.0
2015-03-22,DAIRY,53918.0
2015-03-23,DAIRY,37024.0
2015-03-24,DAIRY,32512.0
2015-03-25,DAIRY,34375.0
2015-03-26,DAIRY,28512.0
2015-03-27,DAIRY,35119.0
2015-03-28,DAIRY,46864.0
2015-03-29,DAIRY,53608.0
2015-03-30,DAIRY,36006.0
2015-03-31,DAIRY,36221.0
2015-04-01,DAIRY,47767.0
2015-04-02,DAIRY,45298.0
2015-04-03,DAIRY,41882.0
2015-04-04,DAIRY,48347.0
2015-04-05,DAIRY,51737.0
2015-04-06,DAIRY,40184.0
2015-04-07,DAIRY,35929.0
2015-04-08,DAIRY,35979.0
2015-04-09,DAIRY,29937.0
2015-04-10,DAIRY,33687.0
2015-04-11,DAIRY,46238.0
2015-04-12,DAIRY,53502.0
2015-04-13,DAIRY,35416.0
2015-04-14,DAIRY,30438.0
2015-04-15,DAIRY,35230.0
2015-04-16,DAIRY,31794.0
2015-04-17,DAIRY,35317.0
2015-04-18,DAIRY,49669.0
2015-04-19,DAIRY,57072.0
2015-04-20,DAIRY,38517.0
2015-04-21,DAIRY,33530.0
2015-04-22,DAIRY,33967.0
2015-04-23,DAIRY,30274.0
2015-04-24,DAIRY,33792.0
2015-04-25,DAIRY,45705.0
2015-04-26,DAIRY,51938.0
2015-04-27,DAIRY,34230.0
2015-04-28,DAIRY,29839.0
2015-04-29,DAIRY,31530.0
2015-04-30,DAIRY,32435.0
2015-05-01,DAIRY,48210.0
2015-05-02,DAIRY,52131.0
2015-05-03,DAIRY,57596.0
2015-05-04,DAIRY,41448.0
2015-05-05,DAIRY,37761.0
2015-05-06,DAIRY,38609.0
2015-05-07,DAIRY,32472.0
2015-05-08,DAIRY,35899.0
2015-05-09,DAIRY,56704.0
2015-05-10,DAIRY,44236.0
2015-05-11,DAIRY,39753.0
2015-05-12,DAIRY,33540.0
2015-05-13,DAIRY,34067.0
2015-05-14,DAIRY,28259.0
2015-05-15,DAIRY,34180.0
2015-05-16,DAIRY,52158.0
2015-05-17,DAIRY,60822.0
2015-05-18,DAIRY,38035.0
2015-05-19,DAIRY,33291.0
2015-05-20,DAIRY,35324.0
2015-05-21,DAIRY,29299.0
2015-05-22,DAIRY,33464.0
2015-05-23,DAIRY,47996.0
2015-05-24,DAIRY,57503.0
2015-05-25,DAIRY,37296.0
2015-05-26,DAIRY,32592.0
2015-05-27,DAIRY,34189.0
2015-05-28,DAIRY,28373.0
2015-05-29,DAIRY,35405.0
2015-05-30,DAIRY,54465.0
2015-05-31,DAIRY,68231.0
2015-06-01,DAIRY,44231.0
2015-06-02,DAIRY,40389.0
2015-06-03,DAIRY,40246.0
2015-06-04,DAIRY,34050.0
2015-06-05,DAIRY,36633.0
2015-06-06,DAIRY,50103.0
2015-06-07,DAIRY,62038.0
2015-06-08,DAIRY,39530.0
2015-06-09,DAIRY,34469.0
2015-06-10,DAIRY,35260.0
2015-06-11,DAIRY,29577.0
2015-06-12,DAIRY,34833.0
2015-06-13,DAIRY,49056.0
2015-06-14,DAIRY,59000.0
2015-06-15,DAIRY,39010.0
2015-06-16,DAIRY,38413.0
2015-06-17,DAIRY,38815.0
2015-06-18,DAIRY,32266.0
2015-06-19,DAIRY,38505.0
2015-06-20,DAIRY,56984.0
2015-06-21,DAIRY,48560.0
2015-06-22,DAIRY,40463.0
2015-06-23,DAIRY,37072.0
2015-06-24,DAIRY,36839.0
2015-06-25,DAIRY,30322.0
2015-06-26,DAIRY,34367.0
2015-06-27,DAIRY,48301.0
2015-06-28,DAIRY,59140.0
2015-06-29,DAIRY,37571.0
2015-06-30,DAIRY,37545.0
2015-07-01,DAIRY,48665.0
2015-07-02,DAIRY,37878.0
2015-07-03,DAIRY,42215.0
2015-07-04,DAIRY,54665.0
2015-07-05,DAIRY,54979.0
2015-07-06,DAIRY,42215.0
2015-07-07,DAIRY,35509.0
2015-07-08,DAIRY,40922.0
2015-07-09,DAIRY,34422.0
2015-07-10,DAIRY,35728.0
2015-07-11,DAIRY,44899.0
2015-07-12,DAIRY,53296.0
2015-07-13,DAIRY,37860.0
2015-07-14,DAIRY,33850.0
2015-07-15,DAIRY,37983.0
2015-07-16,DAIRY,33216.0
2015-07-17,DAIRY,36243.0
2015-07-18,DAIRY,46426.0
2015-07-19,DAIRY,52786.0
2015-07-20,DAIRY,39408.0
2015-07-21,DAIRY,33907.0
2015-07-22,DAIRY,35032.0
2015-07-23,DAIRY,30217.0
2015-07-24,DAIRY,35435.0
2015-07-25,DAIRY,44097.0
2015-07-26,DAIRY,50691.0
2015-07-27,DAIRY,37112.0
2015-07-28,DAIRY,32859.0
2015-07-29,DAIRY,34624.0
2015-07-30,DAIRY,30191.0
2015-07-31,DAIRY,37485.0
2015-08-01,DAIRY,54379.0
2015-08-02,DAIRY,57928.0
2015-08-03,DAIRY,43520.0
2015-08-04,DAIRY,38948.0
2015-08-05,DAIRY,39079.0
2015-08-06,DAIRY,31195.0
2015-08-07,DAIRY,35813.0
2015-08-08,DAIRY,43406.0
2015-08-09,DAIRY,38427.0
2015-08-10,DAIRY,45178.0
2015-08-11,DAIRY,37077.0
2015-08-12,DAIRY,37633.0
2015-08-13,DAIRY,31685.0
2015-08-14,DAIRY,37024.0
2015-08-15,DAIRY,48578.0
2015-08-16,DAIRY,50930.0
2015-08-17,DAIRY,38358.0
2015-08-18,DAIRY,33273.0
2015-08-19,DAIRY,35760.0
2015-08-20,DAIRY,30796.0
2015-08-21,DAIRY,35821.0
2015-08-22,DAIRY,44502.0
2015-08-23,DAIRY,50081.0
2015-08-24,DAIRY,39215.0
2015-08-25,DAIRY,34111.0
2015-08-26,DAIRY,35954.0
2015-08-27,DAIRY,30978.0
2015-08-28,DAIRY,35435.0
2015-08-29,DAIRY,49165.0
2015-08-30,DAIRY,55735.0
2015-08-31,DAIRY,43444.0
2015-09-01,DAIRY,45686.0
2015-09-02,DAIRY,45881.0
2015-09-03,DAIRY,36163.0
2015-09-04,DAIRY,37724.0
2015-09-05,DAIRY,55139.0
2015-09-06,DAIRY,62382.0
2015-09-07,DAIRY,41216.0
2015-09-08,DAIRY,34377.0
2015-09-09,DAIRY,36295.0
2015-09-10,DAIRY,30058.0
2015-09-11,DAIRY,33758.0
2015-09-12,DAIRY,49128.0
2015-09-13,DAIRY,55671.0
2015-09-14,DAIRY,37151.0
2015-09-15,DAIRY,34998.0
2015-09-16,DAIRY,38291.0
2015-09-17,DAIRY,30024.0
2015-09-18,DAIRY,34233.0
2015-09-19,DAIRY,49492.0
2015-09-20,DAIRY,57275.0
2015-09-21,DAIRY,38531.0
2015-09-22,DAIRY,33209.0
2015-09-23,DAIRY,36285.0
2015-09-24,DAIRY,29403.0
2015-09-25,DAIRY,34163.0
2015-09-26,DAIRY,47127.0
2015-09-27,DAIRY,56466.0
2015-09-28,DAIRY,36193.0
2015-09-29,DAIRY,32022.0
2015-09-30,DAIRY,36278.0
2015-10-01,DAIRY,41013.0
2015-10-02,DAIRY,43444.0
2015-10-03,DAIRY,59898.0
2015-10-04,DAIRY,65820.0
2015-10-05,DAIRY,42245.0
2015-10-06,DAIRY,35758.0
2015-10-07,DAIRY,38222.0
2015-10-08,DAIRY,31809.0
2015-10-09,DAIRY,46450.0
2015-10-10,DAIRY,47841.0
2015-10-11,DAIRY,55655.0
2015-10-12,DAIRY,39791.0
2015-10-13,DAIRY,32238.0
2015-10-14,DAIRY,38481.0
2015-10-15,DAIRY,32325.0
